SohasDesignation,Asteroid,AutoDetected,Confirmed,ConfirmedAt,ConfirmedBy,Comment
OG20850,,,1,2020-11-19 17:30:55,MB, 
OG20849,,,1,2020-11-19 17:20:42,MB, 
OG20848,,,1,2020-11-19 17:12:14,MB, 
OG20847,,,1,2020-11-19 17:11:51,MB, 
OG20846,,,1,2020-11-19 16:53:38,MB, 
OG20843,,1,1,2020-11-19 15:10:01,MB,M312325
OG20842,,1,1,2020-11-19 15:08:26,MB,M312219
OG20835,,1,1,2020-11-19 15:05:30,MB,M312007
OG20738,,,1,2020-09-22 23:45:54,MB, 
OG20737,,,1,2020-09-22 23:36:08,MB, 
OG20736,,,1,2020-09-22 23:29:44,MB, 
OG20726,,,1,2020-09-21 20:41:17,MB, 
OG20725,,,1,2020-09-21 20:40:24,MB, 
OG20724,,,1,2020-09-21 20:38:41,MB, 
OG20723,,,1,2020-09-21 20:16:19,MB, 
OG20722,,,1,2020-09-21 19:41:48,MB, 
OG20721,,,1,2020-09-21 19:29:14,MB, 
OG20712,,,1,2020-09-20 20:25:33,MB, 
OG20711,,,1,2020-09-20 20:19:02,MB, 
OG20710,,,1,2020-09-20 20:07:27,MB, 
OG20709,,,1,2020-09-20 20:06:18,MB, 
OG20708,,,1,2020-09-20 19:56:20,MB, 
OG20707,,,1,2020-09-20 19:47:49,MB, 
OG20706,,,1,2020-09-20 19:37:09,MB, 
OG20689,,,1,2020-09-19 15:52:32,MB, 
OG20688,,,1,2020-09-19 15:51:49,MB, 
OG20687,,,1,2020-09-19 15:45:50,MB, 
OG20686,,,1,2020-09-19 15:45:28,MB, 
OG20685,,,1,2020-09-19 15:45:03,MB, 
OG20684,,,1,2020-09-19 15:43:56,MB, 
OG20683,,,1,2020-09-19 15:37:33,MB, 
OG20682,,,1,2020-09-19 15:34:50,MB, 
OG20681,,,1,2020-09-19 15:30:50,MB, 
OG20655,,1,1,2020-09-19 11:06:48,MB,M309454
OG20654,,1,1,2020-09-19 11:06:31,MB,M309443
OG20649,,1,1,2020-09-19 11:03:45,MB,M309347
OG20646,,1,1,2020-09-19 11:03:36,MB,M309340
OG20643,,1,1,2020-09-19 11:03:11,MB,M309324
OG20641,,1,1,2020-09-19 11:02:38,MB,M309306
OG20633,,,1,2020-08-18 13:18:08,MB,was TK8H484
OG20620,,,1,2020-08-19 17:04:00,MB, 
OG20618,,,1,2020-08-19 17:01:11,MB, 
OG20617,,,1,2020-08-19 17:00:22,MB, 
OG20616,,,1,2020-08-19 16:56:26,MB, 
OG20615,,,1,2020-08-19 16:43:19,MB, 
OG20614,,,1,2020-08-19 16:42:07,MB, 
OG20612,,,1,2020-08-19 14:35:10,MB, 
OG20611,,,1,2020-08-19 14:18:33,MB, 
OG20608,,1,1,2020-08-19 11:04:16,MB,M309243
OG20604,,1,1,2020-08-19 11:02:42,MB,M309168
OG20588,,,1,2020-08-18 13:56:09,MB, 
OG20587,,,1,2020-08-18 13:51:49,MB, 
OG20586,,,1,2020-08-18 13:51:15,MB, 
OG20585,,,1,2020-08-18 13:48:44,MB, 
OG20584,,,1,2020-08-18 13:47:51,MB, 
OG20581,,,1,2020-08-18 13:33:53,MB, 
OG20580,,,1,2020-08-18 13:33:19,MB, 
OG20579,,,1,2020-08-18 13:31:53,MB, 
OG20577,,,1,2020-08-18 13:29:31,MB, 
OG20576,,,1,2020-08-18 13:22:26,MB, 
OG20575,,,1,2020-08-18 13:15:06,MB, 
OG20574,,,1,2020-08-18 13:07:50,MB, 
OG20562,,1,1,2020-08-18 11:02:26,MB,M308787
OG20561,,1,1,2020-08-18 11:01:02,MB,M308723
OG20553,,,1,2020-08-17 13:49:50,MB, 
OG20552,,,1,2020-08-17 13:48:36,MB, 
OG20551,,,1,2020-08-17 13:40:28,MB, 
OG20550,,,1,2020-08-17 13:36:04,MB, 
OG20549,,,1,2020-08-17 13:35:18,MB, 
OG20548,,,1,2020-08-17 13:32:48,MB, 
OG20547,,,1,2020-08-17 13:17:16,MB, 
OG20546,,,1,2020-08-17 13:12:01,MB, 
OG20545,,1,1,2020-08-17 11:09:01,MB,M308664
OG20544,,1,1,2020-08-17 11:08:21,MB,M308632
OG20541,,1,1,2020-08-17 11:07:34,MB,M308597
OG20517,,,1,2020-07-24 15:40:11,MB, 
OG20516,,,1,2020-07-24 14:08:22,MB, 
OG20515,,,1,2020-07-24 14:06:55,MB, 
OG20514,,,1,2020-07-24 14:02:10,MB, 
OG20513,,,1,2020-07-24 13:41:40,MB, 
OG20512,,,1,2020-07-24 13:39:42,MB, 
OG20506,,1,1,2020-07-24 11:32:59,MB,M308045
OG20497,,,1,2020-07-23 13:13:02,MB, 
OG20496,,,1,2020-07-23 13:02:04,MB, 
OG20495,,,1,2020-07-23 12:42:04,MB, 
OG20487,,,1,2020-07-22 12:41:41,MB, 
OG20486,,,1,2020-07-22 12:36:42,MB, 
OG20485,,,1,2020-07-22 12:14:21,MB, 
OG20484,,,1,2020-07-22 12:06:17,MB, 
OG20483,,,1,2020-07-22 12:00:10,MB, 
OG20477,,,1,2020-07-21 17:27:00,MB, 
OG20464,,,1,2020-06-22 18:02:46,MB, 
OG20463,,,1,2020-06-22 17:37:19,MB, 
OG20462,,,1,2020-06-22 17:13:39,MB, 
OG20461,,,1,2020-06-22 17:00:07,MB, 
OG20460,,1,1,2020-06-22 12:05:37,MB,M306924
OG20459,,1,1,2020-06-22 12:03:27,MB,M306825
OG20455,,,1,2020-06-21 23:56:57,MB, 
OG20454,,,1,2020-06-19 20:41:30,MB, 
OG20452,,,1,2020-06-21 14:20:04,MB, 
OG20441,,1,1,2020-06-19 13:40:50,MB,M306039
OG20440,,1,1,2020-06-19 13:38:44,MB,Recovery 2016 PE136? / M306024
OG20439,,1,1,2020-06-19 13:31:49,MB,M305971
OG20372,,,1,2020-03-31 10:16:06,MB, 
OG20371,,,1,2020-03-31 09:43:07,MB, 
OG20370,,,1,2020-03-31 02:49:57,MB, 
OG20281,,1,1,2020-02-29 11:11:44,MB,M304747
OG20242,,,1,2020-01-24 22:01:14,MB, 
OG20123,,,1,2019-12-24 01:40:34,MB, 
OG20005,,,1,2019-11-27 22:55:53,MB, 
OG19858,,,1,2019-10-30 08:12:38,MB, 
OG19816,,,1,2019-10-01 10:21:45,MB, 
OG19815,,,1,2019-09-30 23:15:29,MB, 
OG19790,,1,1,2019-09-28 12:15:55,MB,M291003
OG19781,,,1,2019-09-27 16:45:01,MB, 
OG19780,,,1,2019-09-27 16:36:49,MB, 
OG19779,,,1,2019-09-27 16:22:43,MB, 
OG19734,,1,1,2019-09-26 11:17:27,MB,M290320
OG19731,,1,1,2019-09-26 11:16:22,MB,M290298
OG19729,,1,1,2019-09-26 11:14:36,MB,M290254
OG19726,,1,1,2019-09-26 11:12:24,MB,M290207
OG19723,,1,1,2019-09-26 11:09:22,MB,M290135
OG19722,,1,1,2019-09-26 11:07:09,MB,M290086
OG19715,,1,1,2019-09-26 11:03:27,MB,M290009
OG19713,,1,1,2019-09-26 11:03:09,MB,M290004
OG19710,,1,1,2019-09-26 11:01:56,MB,M289979
OG19705,,,1,2019-09-19 23:35:24,MB, 
OG19704,,,1,2019-09-19 23:34:48,MB, 
OG19633,,1,1,2019-08-29 11:13:26,MB,M289938
OG19628,,1,1,2019-08-29 11:12:46,MB,M289916
OG19623,,1,1,2019-08-29 11:12:15,MB,M289892
OG19617,,1,1,2019-08-29 11:10:57,MB,M289844
OG19608,,1,1,2019-08-29 11:09:42,MB,M289794
OG19587,,1,1,2019-08-29 11:03:30,MB,M289536
OG19582,,1,1,2019-08-29 11:03:09,MB,M289522
OG19514,,1,1,2019-08-27 18:17:03,MB,Recovery 2014 PE81? / M289157
OG19513,,1,1,2019-08-27 18:16:32,MB,M289146
OG19511,,1,1,2019-08-27 18:16:25,MB,M289143
OG19506,,1,1,2019-08-27 18:12:54,MB,M289050
OG19375,,,1,2019-08-01 23:16:28,MB, 
OG19374,,,1,2019-08-01 23:00:28,MB, 
OG19373,,,1,2019-08-01 23:00:08,MB, 
OG19372,,,1,2019-08-01 22:55:56,MB, 
OG19371,,,1,2019-08-01 22:55:01,MB, 
OG19370,,,1,2019-08-01 22:47:34,MB, 
OG19369,,,1,2019-08-01 22:43:03,MB, 
OG19368,,,1,2019-08-01 22:41:33,MB, 
OG19367,,,1,2019-08-01 22:33:04,MB, 
OG19366,,,1,2019-08-01 22:23:25,MB, 
OG19365,,,1,2019-08-01 22:14:30,MB, 
OG19364,,,1,2019-08-01 22:12:20,MB, 
OG19363,,,1,2019-08-01 22:11:41,MB, 
OG19362,,,1,2019-08-01 22:11:16,MB, 
OG19361,,,1,2019-08-01 22:10:21,MB, 
OG19360,,,1,2019-08-01 22:09:54,MB, 
OG19359,,,1,2019-08-01 22:02:19,MB, 
OG19358,,,1,2019-08-01 22:01:53,MB, 
OG19356,,,1,2019-08-01 21:57:44,MB, 
OG19353,,1,1,2019-08-01 11:16:11,MB,M288832
OG19347,,1,1,2019-08-01 11:13:27,MB,M288728
OG19344,,1,1,2019-08-01 11:12:49,MB,M288709
OG19342,,1,1,2019-08-01 11:12:44,MB,M288703
OG19333,,1,1,2019-08-01 11:09:42,MB,M288595
OG19326,,1,1,2019-08-01 11:08:18,MB,Recovery 2015 HE136? / M288550
OG19321,,1,1,2019-08-01 11:06:53,MB,M288506
OG19319,,1,1,2019-08-01 11:06:37,MB,M288498
OG19317,,1,1,2019-08-01 11:05:21,MB,Recovery 2015 RS219? / M288451
OG19316,,1,1,2019-08-01 11:04:37,MB,M288432
OG19311,,1,1,2019-08-01 11:04:21,MB,M288421
OG19309,,1,1,2019-08-01 11:04:15,MB,M288418
OG19307,,1,1,2019-08-01 11:03:30,MB,M288402
OG19299,,,1,2019-07-31 22:12:56,MB, 
OG19298,,,1,2019-07-31 22:00:08,MB, 
OG19297,,,1,2019-07-31 21:55:25,MB, 
OG19296,,,1,2019-07-31 21:47:28,MB, 
OG19295,,,1,2019-07-31 21:46:16,MB, 
OG19294,,,1,2019-07-31 21:44:37,MB, 
OG19293,,,1,2019-07-31 21:44:18,MB, 
OG19292,,,1,2019-07-31 21:39:07,MB, 
OG19291,,,1,2019-07-31 21:27:26,MB, 
OG19290,,,1,2019-07-31 21:15:59,MB, 
OG19289,,,1,2019-07-31 21:11:52,MB, 
OG19280,,1,1,2019-07-31 11:17:22,MB,M288325
OG19275,,1,1,2019-07-31 11:16:00,MB,M288282
OG19272,,1,1,2019-07-31 11:15:52,MB,M288279
OG19267,,1,1,2019-07-31 11:14:40,MB,M288239
OG19263,,1,1,2019-07-31 11:12:53,MB,M288173
OG19257,,1,1,2019-07-31 11:11:06,MB,M288108
OG19253,,1,1,2019-07-31 11:10:32,MB,M288081
OG19244,,1,1,2019-07-31 11:08:05,MB,M288000
OG19240,,1,1,2019-07-31 11:06:14,MB,M287947
OG19235,,1,1,2019-07-31 11:04:29,MB,M287892
OG19224,,,1,2019-07-31 10:38:42,MB, 
OG19223,,,1,2019-07-31 10:33:30,MB, 
OG19202,,,1,2019-07-30 09:12:28,MB, 
OG19201,,,1,2019-07-30 09:03:51,MB, 
OG19200,,,1,2019-07-30 09:01:23,MB, 
OG19199,,,1,2019-07-30 09:00:24,MB, 
OG19197,,,1,2019-07-30 08:47:10,MB, 
OG19196,,,1,2019-07-30 08:46:47,MB, 
OG19195,,,1,2019-07-30 08:45:13,MB, 
OG19193,,,1,2019-07-30 08:34:25,MB, 
OG19192,,,1,2019-07-30 08:32:20,MB, 
OG19191,,,1,2019-07-30 08:27:10,MB, 
OG19151,,,1,2019-06-13 23:11:24,MB, 
OG19150,,,1,2019-06-13 22:43:43,MB, 
OG19149,,,1,2019-06-13 21:37:37,MB, 
OG19148,,,1,2019-06-13 20:32:26,MB, 
OG19147,,,1,2019-06-13 20:24:43,MB, 
OG19146,,,1,2019-06-13 18:42:48,MB, 
OG19145,,,1,2019-06-13 18:31:03,MB, 
OG19144,,,1,2019-06-13 18:29:49,MB, 
OG19143,,,1,2019-06-13 18:28:19,MB, 
OG19142,,,1,2019-06-13 18:24:06,MB, 
OG19141,,,1,2019-06-13 18:22:24,MB, 
OG19140,,,1,2019-06-13 18:20:20,MB, 
OG19133,,,1,2019-06-07 11:35:41,MB, 
OG19132,,,1,2019-06-07 11:32:36,MB, 
OG19131,,,1,2019-06-07 11:12:39,MB, 
OG19128,,1,1,2019-06-07 11:04:55,MB,M280730
OG19125,,1,1,2019-06-07 11:02:59,MB,M280639
OG19120,,1,1,2019-06-07 11:01:12,MB,M280581
OG19119,,1,1,2019-06-07 11:00:12,MB,M280549
OG19108,,1,1,2019-06-05 18:11:35,MB,M280356
OG19104,,1,1,2019-06-05 18:10:09,MB,M280338
OG19101,,1,1,2019-06-05 18:08:51,MB,M280323
OG19099,,1,1,2019-06-05 18:07:52,MB,M280311
OG19098,,1,1,2019-06-05 18:07:34,MB,recovery of 2016 YT7? / M280306
OG19062,2012 TE232,,1,2019-04-10 13:45:21,MB, 
OG19061,,,1,2019-04-10 13:44:35,MB, 
OG19060,,,1,2019-04-10 13:35:45,MB, 
OG19059,,,1,2019-04-10 13:34:58,MB, 
OG19058,,,1,2019-04-10 13:34:44,MB, 
OG19057,,,1,2019-04-10 13:31:36,MB, 
OG19056,,,1,2019-04-10 12:25:16,MB, 
OG19055,,,1,2019-04-10 12:21:29,MB, 
OG19045,,,1,2019-04-08 21:33:42,MB, 
OG19044,,,1,2019-04-08 21:24:03,MB, 
OG19042,,,1,2019-04-08 21:17:11,MB, 
OG19041,,,1,2019-04-08 21:16:39,MB, 
OG19025,,,1,2019-04-08 00:54:13,MB, 
OG19024,,,1,2019-04-08 00:46:11,MB, 
OG18972,,,1,2019-03-30 14:50:31,MB, 
OG18971,,,1,2019-03-30 14:41:50,MB, 
OG18970,,,1,2019-03-30 14:41:03,MB, 
OG18969,,,1,2019-03-30 14:40:09,MB, 
OG18968,,,1,2019-03-30 14:33:57,MB, 
OG18967,,,1,2019-03-30 14:31:58,MB, 
OG18966,,,1,2019-03-30 14:31:01,MB, 
OG18965,,,1,2019-03-30 14:30:43,MB, 
OG18964,,,1,2019-03-30 14:23:34,MB, 
OG18963,,,1,2019-03-30 14:20:03,MB, 
OG18962,,,1,2019-03-30 14:19:43,MB, 
OG18961,,,1,2019-03-30 14:16:46,MB, 
OG18960,,,1,2019-03-30 14:11:53,MB, 
OG18959,,,1,2019-03-30 14:03:36,MB, 
OG18958,,,1,2019-03-30 14:02:41,MB, 
OG18957,,,1,2019-03-30 14:01:46,MB, 
OG18956,,,1,2019-03-30 13:48:03,MB, 
OG18955,,,1,2019-03-30 13:43:17,MB, 
OG18954,,,1,2019-03-30 13:41:51,MB, 
OG18953,,,1,2019-03-30 13:41:04,MB, 
OG18952,,,1,2019-03-30 13:40:06,MB, 
OG18951,,,1,2019-03-30 13:39:40,MB, 
OG18950,,,1,2019-03-30 13:29:13,MB, 
OG18949,,,1,2019-03-30 13:24:39,MB, 
OG18948,,,1,2019-03-30 13:22:33,MB, 
OG18947,,,1,2019-03-30 13:07:50,MB, 
OG18946,,,1,2019-03-30 13:04:24,MB, 
OG18945,,,1,2019-03-30 12:55:53,MB, 
OG18944,,,1,2019-03-30 12:50:28,MB, 
OG18943,,,1,2019-03-30 12:50:10,MB, 
OG18833,,,1,2019-03-14 01:31:35,MB, 
OG18832,,,1,2019-03-14 01:30:48,MB, 
OG18831,,,1,2019-03-14 01:02:56,MB, 
OG18830,,,1,2019-03-14 00:57:40,MB, 
OG18829,,,1,2019-03-14 00:48:56,MB, 
OG18828,,,1,2019-03-14 00:46:52,MB, 
OG18827,,,1,2019-03-14 00:41:13,MB, 
OG18826,,,1,2019-03-14 00:31:53,MB, 
OG18825,,,1,2019-03-14 00:31:10,MB, 
OG18824,,,1,2019-03-14 00:30:22,MB, 
OG18823,,,1,2019-03-14 00:27:28,MB, 
OG18822,,,1,2019-03-14 00:26:05,MB, 
OG18735,,,1,2019-02-09 10:54:18,MB, 
OG18720,,1,1,2019-02-08 11:04:17,MB,M278220
OG18713,,1,1,2019-02-08 11:02:20,MB,M278110
OG18706,,,1,2019-02-08 11:46:46,MB, 
OG18702,,1,1,2019-02-08 11:01:19,MB,M278059
OG18698,,,1,2019-02-08 11:45:29,MB, 
OG18697,,,1,2019-02-08 11:44:41,MB, 
OG18696,,,1,2019-02-08 11:43:36,MB, 
OG18695,,,1,2019-02-08 11:42:04,MB, 
OG18694,,,1,2019-02-08 11:41:41,MB, 
OG18693,,,1,2019-02-08 11:39:51,MB, 
OG18692,,,1,2019-02-08 11:38:20,MB, 
OG18691,,,1,2019-02-08 11:38:00,MB, 
OG18690,,,1,2019-02-08 11:37:32,MB, 
OG18689,,,1,2019-02-08 11:30:01,MB, 
OG18688,,,1,2019-02-08 11:29:33,MB, 
OG18687,,,1,2019-02-08 11:28:32,MB, 
OG18686,,,1,2019-02-08 11:24:58,MB, 
OG18685,,,1,2019-02-08 11:23:30,MB, 
OG18684,,,1,2019-02-08 11:21:57,MB, 
OG18683,,,1,2019-02-08 11:21:32,MB, 
OG18682,,,1,2019-02-08 11:18:22,MB, 
OG18681,,,1,2019-02-08 11:16:28,MB, 
OG18680,,,1,2019-02-08 11:13:00,MB, 
OG18679,2019 CK,,1,2019-02-08 11:12:38,MB, 
OG18678,,,1,2019-02-08 11:12:19,MB, 
OG18677,,,1,2019-02-08 11:11:48,MB, 
OG18676,,,1,2019-02-08 11:08:41,MB, 
OG18675,,,1,2019-02-08 11:08:19,MB, 
OG18674,,,1,2019-02-08 11:07:28,MB, 
OG18673,,,1,2019-02-08 11:00:34,MB, 
OG18672,,,1,2019-02-08 10:59:03,MB, 
OG18671,,,1,2019-02-08 10:55:56,MB, 
OG18670,,,1,2019-02-08 10:54:04,MB, 
OG18669,,,1,2019-02-08 10:53:41,MB, 
OG18641,,1,1,2019-02-07 11:05:24,MB,recovery 2016 FS15? / M278031
OG18639,,1,1,2019-02-07 11:05:11,MB,M278018
OG18630,,1,1,2019-02-07 11:02:22,MB,M277840
OG18622,,1,1,2019-02-07 11:01:47,MB,M277806
OG18608,,,1,2019-02-06 21:26:26,MB, 
OG18607,,,1,2019-02-06 21:24:49,MB, 
OG18562,,,1,2019-01-13 13:44:13,MB, 
OG18561,,,1,2019-01-13 13:42:36,MB, 
OG18463,,,1,2018-12-06 16:39:17,MB, 
OG18462,,,1,2018-12-06 16:32:53,MB, 
OG18461,,,1,2018-12-06 16:31:47,MB, 
OG18422,,1,1,2018-12-04 10:38:34,MB,M276022
OG18421,,1,1,2018-12-04 10:37:45,MB,M275995
OG18420,,1,1,2018-12-04 10:34:23,MB,M275883
OG18411,,1,1,2018-12-04 10:32:37,MB,M275829
OG18409,,1,1,2018-12-04 10:32:23,MB,M275820
OG18405,,1,1,2018-12-04 10:31:47,MB,M275800
OG18402,,1,1,2018-12-04 10:30:41,MB,M275768
OG18397,,1,1,2018-12-04 10:29:16,MB,M275727
OG18393,,1,1,2018-12-04 10:27:34,MB,M275665
OG18388,,1,1,2018-12-04 10:25:16,MB,M275583
OG18387,,1,1,2018-12-04 10:24:36,MB,M275562
OG18384,,1,1,2018-12-04 10:24:11,MB,M275545
OG18382,,1,1,2018-12-04 10:22:52,MB,M275513
OG18359,,,1,2018-12-04 12:07:33,MB, 
OG18355,,,1,2018-12-04 11:47:21,MB, 
OG18354,,,1,2018-12-04 11:46:58,MB, 
OG18353,,,1,2018-12-04 11:41:12,MB, 
OG18352,,,1,2018-12-04 11:40:57,MB, 
OG18351,,,1,2018-12-04 11:38:05,MB, 
OG18348,,,1,2018-12-04 11:34:30,MB, 
OG18347,,,1,2018-12-04 11:29:18,MB, 
OG18346,,,1,2018-12-04 11:28:07,MB, 
OG18345,,,1,2018-12-04 11:27:39,MB, 
OG18344,,,1,2018-12-04 11:26:37,MB, 
OG18343,,,1,2018-12-04 11:25:53,MB, 
OG18342,,,1,2018-12-04 11:23:50,MB, 
OG18341,,,1,2018-12-04 11:18:56,MB, 
OG18340,,,1,2018-12-04 11:18:06,MB, 
OG18339,,,1,2018-12-04 11:17:43,MB, 
OG18338,,,1,2018-12-04 11:17:03,MB, 
OG18337,,,1,2018-12-04 11:14:07,MB, 
OG18327,,,1,2018-12-04 10:18:26,MB, 
OG18123,,,1,2018-11-19 12:09:28,MB, 
OG18122,,,1,2018-11-19 12:08:30,MB, 
OG18121,,,1,2018-11-19 12:07:33,MB, 
OG18120,,,1,2018-11-19 12:06:54,MB, 
OG18119,,,1,2018-11-19 12:06:25,MB, 
OG18118,,,1,2018-11-19 12:04:30,MB, 
OG18117,,,1,2018-11-19 11:58:27,MB, 
OG18116,,,1,2018-11-19 11:56:50,MB, 
OG18115,,,1,2018-11-19 11:50:48,MB, 
OG18114,,,1,2018-11-19 11:48:35,MB, 
OG18113,,,1,2018-11-19 11:46:43,MB, 
OG18112,,,1,2018-11-19 11:45:38,MB, 
OG18111,,,1,2018-11-19 11:42:46,MB, 
OG17411,,,1,2018-09-13 06:46:35,MB, 
OG17410,,,1,2018-09-13 06:41:55,MB, 
OG17409,,,1,2018-09-13 06:41:40,MB, 
OG17249,,,1,2018-09-08 23:21:48,MB, 
OG17248,,,1,2018-09-08 23:12:12,MB, 
OG17247,,,1,2018-09-08 23:09:22,MB, 
OG17246,,,1,2018-09-08 23:07:36,MB, 
OG17245,,,1,2018-09-08 23:05:21,MB, 
OG17244,2018 RE34,,1,2018-09-08 23:01:45,MB, 
OG17221,,1,1,2018-09-08 12:10:01,MB,M271335
OG17204,,1,1,2018-09-08 12:08:10,MB,M271248
OG17201,,1,1,2018-09-08 12:07:54,MB,M271233
OG17193,2018 SZ7,1,1,2018-09-08 12:06:41,MB,M271170
OG17184,,1,1,2018-09-08 12:05:30,MB,M271118
OG17178,,1,1,2018-09-08 12:04:50,MB,M271090
OG17176,,1,1,2018-09-08 12:04:08,MB,M271065
OG17172,,1,1,2018-09-08 12:02:59,MB,recovery 2013 PT41? / M271016
OG17170,2008 SH53,1,1,2018-09-08 12:02:55,MB,recovery 2008 SH53? / M271012
OG17166,,1,1,2018-09-08 12:01:58,MB,M270978
OG17165,2018 RZ29,1,1,2018-09-08 12:01:49,MB,recovery 2017 FP4? / M270974
OG17084,,,1,2018-08-11 11:40:12,MB, 
OG17083,,,1,2018-08-11 11:35:30,MB, 
OG17082,,,1,2018-08-11 09:05:10,MB, 
OG17081,,,1,2018-08-11 09:03:41,MB, 
OG17080,,,1,2018-08-11 08:58:19,MB, 
OG16828,,1,1,2018-06-15 11:03:17,MB,M268652
OG16816,,1,1,2018-06-14 11:07:54,MB,M268512
OG16814,,1,1,2018-06-14 11:07:25,MB,M268493
OG16787,,1,1,2018-06-13 11:02:38,MB,M268178
OG16770,,1,1,2018-06-12 11:07:11,MB,M268052
OG16766,,1,1,2018-06-12 11:03:32,MB,M267949
OG16665,,,1,2018-05-17 02:31:40,MB, 
OG16664,,,1,2018-05-17 02:29:02,MB, 
OG16662,,,1,2018-05-17 02:24:39,MB, 
OG16661,,,1,2018-05-17 02:24:11,MB, 
OG16426,,,1,2018-03-17 22:11:32,MB, 
OG16425,,,1,2018-03-17 21:38:14,MB, 
OG16424,2018 FJ25,,1,2018-03-17 21:37:00,MB, 
OG16423,,,1,2018-03-17 21:35:49,MB, 
OG16422,,,1,2018-03-17 21:34:08,MB, 
OG16419,2018 FS5,,1,2018-03-17 15:09:00,MB, 
OG16418,2018 FT5,,1,2018-03-17 15:07:53,MB, 
OG16417,,,1,2018-03-17 15:01:56,MB, 
OG16416,2018 FZ28,,1,2018-03-17 14:52:46,MB, 
OG16414,,,1,2018-03-17 14:40:22,MB, 
OG16413,,,1,2018-03-17 14:37:37,MB, 
OG16385,,,1,2018-03-15 23:02:16,MB, 
OG16375,,1,1,2018-03-15 10:17:19,MB,M265047
OG16370,,1,1,2018-03-15 10:14:30,MB,recovery 2014 BN59? / M264980
OG16366,,1,1,2018-03-15 10:14:14,MB,M264974
OG16338,2018 CS7,,1,2018-01-20 10:02:39,MB, 
OG16337,,,1,2018-01-20 09:02:13,MB, 
OG16327,,,1,2018-01-18 21:55:44,MB, 
OG16326,,,1,2018-01-18 21:54:32,MB, 
OG16325,2007 BQ103,,1,2018-01-18 21:54:11,MB, 
OG16324,,,1,2018-01-18 21:53:51,MB, 
OG16323,,,1,2018-01-18 21:07:56,MB, 
OG16321,,,1,2018-01-18 21:03:37,MB, 
OG16320,,,1,2018-01-18 21:00:37,MB, 
OG16319,,,1,2018-01-18 20:59:44,MB, 
OG16317,,,1,2018-01-18 20:19:17,MB, 
OG16316,2002 SE66,,1,2018-01-18 20:18:19,MB, 
OG16315,,,1,2018-01-18 20:10:43,MB, 
OG16314,,,1,2018-01-18 20:10:30,MB, 
OG16311,,1,1,2018-01-17 10:10:28,MB,M264431
OG16308,,1,1,2018-01-17 10:07:52,MB,M264385
OG16305,,1,1,2018-01-17 10:07:01,MB,M264368
OG16298,,,1,2018-01-15 22:31:54,MB, 
